-9.589267,-0.399852,-3.426277,0.62788,0.236968,0.774093,10.75402,53.062576,-1.197169,4
-9.778418,-0.296896,-3.452615,0.668627,0.218325,0.757048,10.930315,54.659778,-1.026145,4
-9.486311,-0.301685,-3.091072,0.623619,0.271856,0.729884,9.167361,53.949909,-2.394338,4
-9.515043,-0.474076,-3.0791,0.639598,0.290498,0.785545,9.519952,53.594978,-2.052289,4
-9.560535,-0.256193,-2.90192,0.590862,0.229777,0.726422,10.75402,54.127376,-1.539217,4
-9.333074,-0.454922,-3.091072,0.661437,0.315532,0.741069,10.930315,53.594978,-1.368193,4
-9.531804,-0.272953,-3.091072,0.639598,0.257474,0.754651,10.225133,53.594978,-1.710241,4
-9.80715,-0.529146,-3.668104,0.733609,0.376786,0.785811,12.340679,55.014709,-2.052289,4
-9.778418,-0.110139,-2.839668,0.639066,0.254545,0.784213,10.577725,54.304843,-2.394338,4
-9.876585,0.102956,-3.100649,0.518689,0.305945,0.719763,11.106611,52.35271,-2.223314,4
-9.359412,-0.356754,-3.205999,0.594324,0.247887,0.764772,11.459201,54.127376,-1.881265,4
-9.34744,-0.478865,-3.53881,0.702716,0.226315,0.714171,11.459201,53.41751,-0.855121,4
-9.766447,0.047886,-2.676854,0.660638,0.194889,0.828955,10.577725,55.014709,-2.736386,4
-9.651519,-0.342388,-3.320927,0.586601,0.181307,0.711241,11.106611,53.062576,-2.565362,4
-9.424058,-0.608158,-3.069523,0.665698,0.319527,0.734944,9.872543,53.240043,-2.394338,4
-9.342652,-0.567455,-3.036002,0.607107,0.25561,0.741335,10.930315,52.175243,-1.026145,4
-9.479128,-0.512385,-3.194028,0.644392,0.261469,0.733612,9.872543,54.304843,-1.026145,4
-9.416875,-0.553089,-3.165296,0.652915,0.249485,0.745863,9.343657,54.482311,-0.855121,4
-9.639548,-0.419007,-3.277829,0.639865,0.228179,0.789539,10.577725,53.240043,-1.710241,4
-9.7018,-0.284925,-3.129381,0.624152,0.220988,0.759712,10.225133,52.175243,-2.052289,4
-9.610816,-0.366332,-3.112621,0.65904,0.277981,0.750124,11.282906,55.014709,-1.026145,4
-9.589267,-0.330417,-3.258675,0.610836,0.254278,0.748792,10.048838,53.772441,-1.197169,4
-9.627576,-0.457316,-3.22276,0.646523,0.257741,0.752787,10.225133,53.240043,-2.052289,4
-9.584478,-0.47647,-3.047974,0.657708,0.24549,0.743732,9.696248,54.127376,-1.539217,4
-9.256456,-0.610553,-3.186845,0.636669,0.283041,0.750923,10.75402,53.772441,-2.565362,4
-9.617999,-0.684777,-3.435854,0.638533,0.324853,0.761576,10.048838,53.41751,-1.197169,4
-9.694617,-0.284925,-3.119804,0.628946,0.256409,0.755717,11.106611,52.35271,-1.197169,4
-9.627576,-0.330417,-3.263463,0.632941,0.268393,0.744531,11.635497,53.240043,-1.368193,4
-9.665885,-0.378303,-3.4167,0.624418,0.291031,0.740004,11.811792,53.062576,-2.565362,4
-9.641942,-0.433373,-3.459798,0.662236,0.255077,0.718965,10.75402,53.062576,0.171024,4
-9.598844,-0.407035,-3.301772,0.657708,0.318195,0.742933,10.930315,53.949909,-1.026145,4
-9.50786,-0.380697,-2.897132,0.625217,0.298221,0.70192,11.282906,53.594978,-2.052289,4
-9.404904,-0.60337,-3.277829,0.62575,0.284905,0.740004,11.988087,53.240043,-2.052289,4
-9.498283,-0.447739,-3.158113,0.622021,0.229511,0.752521,10.401429,54.127376,-2.223314,4
